source_file,source_page,source_row,reason,original_record
Drug_Products_Directory_Yemen.pdf,356,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,356,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,356,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,357,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,357,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,357,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,357,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,357,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,357,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,357,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,358,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,358,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,358,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,358,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انصذس ٌخ"
Drug_Products_Directory_Yemen.pdf,358,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,358,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,359,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Stimulant ي ُشطبد انشه ٍخ"
Drug_Products_Directory_Yemen.pdf,359,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,359,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,359,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,359,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,359,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,360,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,360,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,360,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,360,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,360,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,360,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,360,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,361,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,361,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,361,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,361,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,361,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,361,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,361,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,362,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,362,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,362,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,362,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,363,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,363,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,364,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,364,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,364,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,364,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,364,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,364,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,365,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,365,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,365,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,365,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,365,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,365,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,365,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,366,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,366,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,366,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,366,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,366,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,366,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,366,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,367,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,367,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,367,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,367,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,367,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,367,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,367,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,368,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انتهبثبد انؼظبو"
Drug_Products_Directory_Yemen.pdf,368,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,368,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,368,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,368,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انفطش ٌخ"
Drug_Products_Directory_Yemen.pdf,368,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انفطش ٌخ"
Drug_Products_Directory_Yemen.pdf,369,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,369,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","يشخ ٍبد انؼضالد"
Drug_Products_Directory_Yemen.pdf,369,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","يشخ ٍبد انؼضالد"
Drug_Products_Directory_Yemen.pdf,369,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انفىاق"
Drug_Products_Directory_Yemen.pdf,369,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,370,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,370,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انجهطبد"
Drug_Products_Directory_Yemen.pdf,370,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","disease يشض انشػبػ"
Drug_Products_Directory_Yemen.pdf,370,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","disease يشض انشػبػ"
Drug_Products_Directory_Yemen.pdf,370,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,370,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","يشخ ٍبد انؼضالد"
Drug_Products_Directory_Yemen.pdf,370,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","يشخ ٍبد انؼضالد"
Drug_Products_Directory_Yemen.pdf,371,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,371,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,371,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,371,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,372,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,372,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,372,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,372,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","( E . N . T ) األ َف ٌ وانح ُجشح واألر"
Drug_Products_Directory_Yemen.pdf,372,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","( E . N . T ) األ َف ٌ وانح ُجشح واألر"
Drug_Products_Directory_Yemen.pdf,372,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","( E . N . T ) األ َف ٌ وانح ُجشح واألر"
Drug_Products_Directory_Yemen.pdf,373,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","( E . N . T ) األ َف ٌ وانح ُجشح واألر"
Drug_Products_Directory_Yemen.pdf,373,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","( E . N . T ) األ َف ٌ وانح ُجشح واألر"
Drug_Products_Directory_Yemen.pdf,373,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انتهبثبد انؼظبو"
Drug_Products_Directory_Yemen.pdf,373,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,373,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,374,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,374,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,374,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,374,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انجىاع ٍش"
Drug_Products_Directory_Yemen.pdf,374,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,375,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,375,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,375,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,376,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيغبن"
Drug_Products_Directory_Yemen.pdf,376,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انغذح انذسل ٍخ"
Drug_Products_Directory_Yemen.pdf,376,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","أيشاض انغكشي"
Drug_Products_Directory_Yemen.pdf,376,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections ًٍكشوث ٍخ األصبثبد ان انخط ٍشح"
Drug_Products_Directory_Yemen.pdf,377,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,377,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,377,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,377,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,378,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,378,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,378,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,378,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,378,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,378,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,379,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,379,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,379,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,379,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,379,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,380,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,380,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,380,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,380,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,380,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,380,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,381,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,381,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,381,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,381,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ي ُشطبد ج ُغ ٍخ"
Drug_Products_Directory_Yemen.pdf,381,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ي ُشطبد ج ُغ ٍخ"
Drug_Products_Directory_Yemen.pdf,381,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,381,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,382,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,382,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,382,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,382,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,382,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,382,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,382,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,383,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,383,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,383,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,383,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انذودح انشش ٌط ٍخ"
Drug_Products_Directory_Yemen.pdf,383,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,383,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,383,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انفطش ٌخ"
Drug_Products_Directory_Yemen.pdf,384,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,384,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انفطش ٌخ"
Drug_Products_Directory_Yemen.pdf,384,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Insumnea األسق وانمهك"
Drug_Products_Directory_Yemen.pdf,384,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انصذس ٌخ"
Drug_Products_Directory_Yemen.pdf,384,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انصذس ٌخ"
Drug_Products_Directory_Yemen.pdf,384,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انصذس ٌخ"
Drug_Products_Directory_Yemen.pdf,384,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,385,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,385,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,385,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,385,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,385,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ا َخفبض ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,385,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,386,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,386,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,386,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","يىا َغ انح ًم"
Drug_Products_Directory_Yemen.pdf,386,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","يىا َغ انح ًم"
Drug_Products_Directory_Yemen.pdf,386,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","يىا َغ انح ًم"
Drug_Products_Directory_Yemen.pdf,386,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,386,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,387,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيغبن"
Drug_Products_Directory_Yemen.pdf,387,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,387,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","يىا َغ انح ًم"
Drug_Products_Directory_Yemen.pdf,387,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,387,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,387,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انجهطبد"
Drug_Products_Directory_Yemen.pdf,387,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,388,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,388,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,388,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Spasm ٍ آالو انجط"
Drug_Products_Directory_Yemen.pdf,388,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Spasm ٍ آالو انجط"
Drug_Products_Directory_Yemen.pdf,388,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Spasm ٍ آالو انجط"
Drug_Products_Directory_Yemen.pdf,388,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Spasm ٍ آالو انجط"
Drug_Products_Directory_Yemen.pdf,388,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Spasm ٍ آالو انجط"
Drug_Products_Directory_Yemen.pdf,389,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
